raw_row_number,attendance_id,column,error_type,expected_action
740,ATT010334,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
746,ATT001291,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
747,ATT007790,gp_practice_code,gp_code_lowercase,fix (upper-case)
750,ATT011481,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
765,ATT013621,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
765,ATT013621,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
770,ATT017534,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
773,ATT010778,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
774,ATT015053,disposition,missing_disposition,fill with 'Unknown'
777,ATT003740,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
783,ATT003508,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
783,ATT003508,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
785,ATT005810,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
786,ATT005631,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
786,ATT005631,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
793,ATT006713,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
795,ATT019708,gp_practice_code,missing_gp_code,set to NULL and flag
797,ATT018350,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
797,ATT018350,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
800,ATT002445,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
801,ATT017628,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
801,ATT017628,triage_category,invalid_triage_code,reject
805,ATT019617,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
806,ATT008452,triage_category,invalid_triage_code,reject
807,ATT018338,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
810,ATT000128,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
812,ATT007795,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
815,ATT001816,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
816,ATT013699,gp_practice_code,missing_gp_code,set to NULL and flag
819,ATT019024,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
825,ATT017864,disposition,missing_disposition,fill with 'Unknown'
825,ATT017864,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
828,ATT018261,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
828,ATT018261,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
835,ATT008693,gp_practice_code,missing_gp_code,set to NULL and flag
839,ATT015384,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
840,ATT017689,gp_practice_code,malformed_gp_code,set to NULL and flag
842,ATT011661,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
842,ATT011661,triage_category,triage_decimal_format,fix (3.0 -> 3)
844,ATT001088,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
846,ATT001581,gp_practice_code,missing_gp_code,set to NULL and flag
848,ATT019060,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
850,ATT003512,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
856,ATT001979,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
858,ATT010431,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
861,ATT011514,disposition,missing_disposition,fill with 'Unknown'
862,ATT018874,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
863,ATT005438,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
864,ATT009186,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
867,ATT010485,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
872,ATT018306,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
873,ATT007899,gp_practice_code,gp_code_lowercase,fix (upper-case)
878,ATT013545,triage_category,invalid_triage_code,reject
879,ATT015058,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
880,ATT014987,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
881,ATT008332,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
882,ATT016825,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
885,ATT012070,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
887,ATT008514,triage_category,triage_decimal_format,fix (3.0 -> 3)
888,ATT006127,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
889,ATT010828,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
890,ATT016713,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
891,ATT004979,gp_practice_code,gp_code_lowercase,fix (upper-case)
891,ATT004979,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
892,ATT001789,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
892,ATT001789,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
893,ATT019091,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
898,ATT002459,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
898,ATT002459,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
903,ATT002617,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
906,ATT010216,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
912,ATT003430,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
918,ATT010425,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
921,ATT017625,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
924,ATT015498,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
926,ATT010369,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
929,ATT015533,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
929,ATT015533,triage_category,triage_decimal_format,fix (3.0 -> 3)
930,ATT002142,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
932,ATT012140,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
937,ATT019242,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
937,ATT019242,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
942,ATT019716,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
944,ATT015491,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
946,ATT003209,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
950,ATT010160,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
954,ATT018607,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
961,ATT009702,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
962,ATT011700,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
962,ATT011700,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
963,ATT014307,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
964,ATT006816,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
966,ATT014230,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
966,ATT014230,triage_category,triage_decimal_format,fix (3.0 -> 3)
968,ATT009060,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
969,ATT006329,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
972,ATT006761,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
972,ATT006761,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
976,ATT011828,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
976,ATT011828,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
981,ATT010597,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
983,ATT010994,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
990,ATT007503,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
992,ATT013788,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
996,ATT005512,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
997,ATT010584,gp_practice_code,gp_code_lowercase,fix (upper-case)
999,ATT019756,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
1004,ATT014332,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
1005,ATT008733,gp_practice_code,missing_gp_code,set to NULL and flag
1006,ATT007919,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
1007,ATT005569,disposition,missing_disposition,fill with 'Unknown'
1011,ATT008118,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1019,ATT006069,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
1019,ATT006069,gp_practice_code,missing_gp_code,set to NULL and flag
1023,ATT016800,gp_practice_code,missing_gp_code,set to NULL and flag
1023,ATT016800,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
1027,ATT000266,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
1029,ATT005478,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1030,ATT018367,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
1031,ATT004745,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1032,ATT019004,arrival_time,future_dated_attendance,reject
1033,ATT007684,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
1036,ATT015443,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
1040,ATT019618,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1040,ATT019618,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
1042,ATT007748,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1043,ATT001995,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
1045,ATT000696,departure_time,departure_before_arrival,reject
1045,ATT000696,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1056,ATT005835,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
1057,ATT006491,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
1059,ATT017557,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1061,ATT012214,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1062,ATT000140,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1064,ATT005202,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
1065,ATT001643,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
1067,ATT017326,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
1070,ATT012553,disposition,missing_disposition,fill with 'Unknown'
1071,ATT019296,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1073,ATT011964,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
1079,ATT014539,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1079,ATT014539,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
1080,ATT002118,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
1084,ATT015173,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
